,title,price,location,sales
587,vivo iQOO Pro 5G,3498.0,北京,373人收货
588,Xiaomi,899.0,广东 深圳,373人收货
589,OPPO K5oppok5,1799.0,广东 广州,372人收货
590,Huawei,699.0,山东 济南,370人收货
592,Nokia,139.0,江苏 南京,369人收货
593,华为HONOR,1099.0,上海,368人收货
595,vivo iQOO Pro 5G,3498.0,广东 深圳,368人收货
596,Huawei,449.0,北京,368人收货
597,vivo iQOO Pro 5G,3498.0,浙江 杭州,368人收货
599,华为HONOR,1999.0,江苏 南京,367人收货
600,OPPO R11,679.0,广东 广州,367人收货
601,纽曼 Q99,63.0,广东 深圳,366人收货
602,华为,1658.0,广东 深圳,364人收货
603,苹果 iPhone 8 Plus ,4449.0,江苏 南京,363人收货
604,天语 T9,169.0,江苏 南京,363人收货
606,小米9pro5g,3699.0,上海,359人收货
607,飞利浦,226.0,江苏 南京,358人收货
608,Huawei,5799.0,上海,358人收货
609,vivo U3x,899.0,广东 深圳,357人收货
610,OPPO A11 ,1599.0,广东 东莞,356人收货
612,华为v30i,1658.0,广东 深圳,355人收货
615,苹果 iPhone X ,3650.0,广东 深圳,354人收货
616,诺基亚,88.0,广东 深圳,354人收货
617,华为nova6,2038.0,广东 深圳,353人收货
618,vivo U3x ,599.0,广东 深圳,353人收货
619,索爱SA,158.0,广东 深圳,352人收货
620,通皓轩,69.0,广东 深圳,352人收货
621,红米note8pro Xiaomi,1089.0,广东 深圳,352人收货
622,Huawei,799.0,广东 深圳,351人收货
623,Samsung,3999.0,北京,351人收货
625,华为nova5z,1248.0,广东 深圳,350人收货
626,华为,1099.0,广东 深圳,350人收货
627,飞利浦 E163K ,119.0,上海,350人收货
628,苹果 iPhone 11 Pro MAX 2019,9599.0,浙江 杭州,350人收货
630,通皓轩,89.0,广东 深圳,348人收货
631,vivo iQOO Pro 5G vivoiqoopro vivoiqoo vivoneo855 x21 vivox27 vivo,3498.0,上海,348人收货
632,Meizu,210.0,广东 深圳,347人收货
633,Xiaomi,748.0,广东 深圳,347人收货
634,苹果 iPhone XS Max,1950.0,广东 深圳,347人收货
635,一加七pro,1719.0,广东 深圳,346人收货
636,纽曼V7,78.0,广东 深圳,346人收货
637,Huawei,3388.0,广东 深圳,346人收货
638,华为HONOR,2299.0,广东 深圳,345人收货
639,华为HUAWEI HUAWEI P30Pro,2678.0,广东 深圳,345人收货
640,vivoz5x ,1298.0,山东 济南,345人收货
641,Xiaomi,1999.0,广东 深圳,344人收货
642,vivo U3,1199.0,江苏 南京,344人收货
643,Meizu,1898.0,广东 珠海,343人收货
644,华为honor,799.0,江苏 南京,343人收货
645,Meizu,230.0,广东 深圳,342人收货
646,华为,688.0,广东 深圳,342人收货
648,华为,383.0,广东 深圳,340人收货
649,Meizu,290.0,广东 深圳,340人收货
650,Huawei,125.0,广东 深圳,340人收货
652,苹果 iPhone XR ,2388.0,广东 深圳,339人收货
653,Huawei,3388.0,北京,339人收货
654,苹果 iPhone 8 Plus,1700.0,上海,339人收货
655,苹果 iPhone XS Max ,3650.0,广东 深圳,338人收货
656,Huawei,1388.0,上海,338人收货
657,苹果 iPhone XS Max,3150.0,广东 深圳,336人收货
658,华为nova5,1999.0,广东 深圳,336人收货
659,飞利浦E517 ,239.0,北京,335人收货
665,Xiaomi,528.0,广东 深圳,333人收货
666,vivo iQOO Neo 855,2298.0,北京,333人收货
667,Samsung,1799.0,北京,332人收货
668,华为,888.0,广东 深圳,332人收货
669,华为,2199.0,广东 深圳,331人收货
670,Xiaomi,1308.0,广东 深圳,330人收货
671,OPPO Reno Ace opporenoace,2999.0,浙江 杭州,329人收货
672,诺基亚,108.0,广东 汕头,326人收货
673,Huawei,669.0,浙江 杭州,326人收货
675,小辣椒,599.0,广东 广州,325人收货
678,Xiaomi,938.0,广东 深圳,324人收货
680,华为p30proHUAWEI HUAWEI P30 PRO,2668.0,广东 深圳,323人收货
681,Nokia,139.0,广东 深圳,323人收货
683,红米note8 4800,999.0,北京,322人收货
684,Xiaomi,1069.0,山东 济南,322人收货
686,小米,399.0,广东 深圳,322人收货
687,Meizu,193.0,广东 深圳,321人收货
688,Huawei,4999.0,广东 深圳,321人收货
689,华为honor,958.0,广东 深圳,319人收货
690,华为mate30pro HUAWEI Mate 30 Pro 5g,3428.0,广东 深圳,319人收货
691,苹果 iPhone XS Max ,2100.0,广东 深圳,319人收货
692,OPPO Reno Ace,2999.0,上海,319人收货
693,Xiaomi,1599.0,上海,319人收货
694,Huawei,3388.0,山东 济南,318人收货
695,vivo y67,375.0,广东 深圳,317人收货
696,OPPO Reno2 opporeno2,2999.0,上海,317人收货
697,OPPO A11 oppoa11,1299.0,北京,316人收货
698,vivo iQOO NEO 855,1998.0,山东 济南,316人收货
699,Huawei,809.0,浙江 杭州,315人收货
700,飞利浦 E280,289.0,江苏 南京,315人收货
701,Xiaomi,1429.0,浙江 杭州,314人收货
702,vivo iQOO Pro 5G,3498.0,广东 东莞,314人收货
703,Huawei,1799.0,安徽 合肥,314人收货
704,诺基亚,99.0,广东 深圳,314人收货
705,Xiaomi,999.0,上海,313人收货
706,飞利浦E218L,279.0,江苏 南京,313人收货
707,苹果 Apple iPhone 11 pro Max ,10899.0,浙江 杭州,313人收货
708,Huawei,3388.0,上海,313人收货
709,诺基亚,138.0,广东 深圳,312人收货
710,vivo U3x ,669.0,广东 深圳,312人收货
711,Nokia,52.9,上海,312人收货
712,vivo iQOO NEO 855,1998.0,上海,311人收货
714,Xiaomi,829.0,江苏 常州,310人收货
717,Xiaomi,799.0,广东 深圳,306人收货
718,Huawei,869.0,山东 济南,306人收货
719,朵唯V31,269.0,广东 深圳,306人收货
721,苹果 iPhone XR ,2398.0,广东 深圳,305人收货
722,华为,858.0,广东 深圳,304人收货
724,Huawei,1899.0,北京,303人收货
726,华为,698.0,广东 深圳,303人收货
727,华为honor,555.0,北京,302人收货
728,Huawei,999.0,北京,302人收货
729,天语Q3C,99.0,广西 桂林,302人收货
730,Huawei,3388.0,广东 深圳,302人收货
731,Samsung,6399.0,北京,300人收货
732,诺基亚,106.0,广东 汕头,299人收货
733,天语 Z18,68.0,广东 深圳,299人收货
734,纽曼 N99,58.0,广东 深圳,299人收货
735,红米K30,1599.0,广东 深圳,299人收货
736,vivo Z3,1148.0,广东 东莞,299人收货
737,Nokia,98.0,广东 深圳,299人收货
738,vivo U3x,799.0,广东 东莞,299人收货
739,Nokia,49.0,广东 深圳,298人收货
740,苹果7plus Apple,3536.0,浙江 杭州,298人收货
741,红米note8pro Xiaomi,1069.0,广东 深圳,298人收货
742,诺基亚5310XM,115.0,上海,298人收货
743,天语 L660,155.0,广西 桂林,298人收货
744,Meizu,2699.0,江苏 南京,297人收货
745,小米,3299.0,河南 郑州,296人收货
746,红米8 ,749.0,江苏 南京,296人收货
747,OPPO Reno2 ,2999.0,江苏 南京,296人收货
748,Meizu,1999.0,广东 深圳,296人收货
749,华为mate30 Pro,3399.0,北京,295人收货
750,Xiaomi,469.0,上海,295人收货
751,华为 Nova 4e,1099.0,浙江 杭州,295人收货
752,华为,1699.0,广东 深圳,295人收货
753,小米,599.0,广东 深圳,294人收货
754,Huawei,1898.0,广东 深圳,293人收货
755,vivo Y7s,1388.0,江苏 南京,293人收货
756,华为honor,438.0,广东 深圳,293人收货
758,苹果 iPhone 11,4198.0,上海,292人收货
759,vivo Z5x,1298.0,广东 东莞,292人收货
760,苹果 iPhone 11 ,5048.0,广东 深圳,291人收货
762,苹果 iPhone XS Max ,2820.0,广东 深圳,290人收货
763,OPPO K5 oppok5,1799.0,广东 深圳,290人收货
765,Xiaomi,949.0,广东 深圳,288人收货
766,Nokia,145.0,浙江 杭州,288人收货
767,vivo Z5,1398.0,浙江 杭州,287人收货
768,vivo iQOO Pro5G,3498.0,江苏 南京,287人收货
769,OPPO Reno ,2499.0,江苏 南京,287人收货
770,Huawei,899.0,安徽 合肥,287人收货
771,Huawei,488.0,广东 深圳,286人收货
772,飞利浦E289,198.0,广东 深圳,285人收货
774,苹果 iPhone XS Max ,3100.0,广东 深圳,283人收货
775,华为mate20pro,2399.0,北京,282人收货
776,Meizu,1488.0,广东 深圳,282人收货
778,Huawei,4999.0,浙江 杭州,282人收货
779,华为Mate30Pro5G,6399.0,北京,282人收货
781,Huawei,4299.0,上海,281人收货
782,华为mate30 5G HUAWEI HUAWEI Mate 30 Pro,3258.0,上海,280人收货
783,OPPO R9S,399.0,广东 深圳,280人收货
784,苹果 iPhone 11 6,5040.0,浙江 杭州,280人收货
785,华为honor,2299.0,广东 深圳,279人收货
786,苹果 iPhone 7 iPhone 7Plus ,2070.0,广东 深圳,279人收货
787,小米9pro 5G,3799.0,江苏 南京,279人收货
788,华为honor,3098.0,广东 深圳,278人收货
789,华为HONOR,1199.0,浙江 杭州,278人收货
790,小米CC9e,1099.0,江苏 南京,277人收货
791,华为,698.0,广东 深圳,277人收货
792,华为nova5,1388.0,广东 深圳,277人收货
795,Nokia,159.0,广东 深圳,276人收货
796,Nokia,169.0,江苏 南京,275人收货
797,vivo iQOO Pro,3198.0,江苏 南京,275人收货
799,Samsung,2368.0,广东 深圳,274人收货
800,华为HONOR,1099.0,广东 深圳,274人收货
801,华为honor,528.0,广东 深圳,274人收货
802,vivo NEX 3 5G,4998.0,江苏 南京,274人收货
803,vivo U3x,799.0,广东 东莞,274人收货
805,苹果 iPhone X iphonex,1998.0,广东 深圳,273人收货
806,苹果 iPhone SE128G,860.0,广东 深圳,273人收货
807,华为,378.0,广东 深圳,272人收货
808,华为honor,1138.0,广东 深圳,271人收货
809,诺基亚2610,39.0,广东 汕头,271人收货
810,苹果 iPhone XS Max ,1440.0,广东 深圳,270人收货
811,Huawei,1399.0,辽宁 大连,270人收货
812,华为,1099.0,浙江 杭州,269人收货
813,华为mate30,3399.0,四川 成都,269人收货
814,华为HUAWEI nova 5i nova5pro nova5 i Pro,1358.0,广东 深圳,268人收货
815,华为honor,868.0,广东 深圳,267人收货
816,小辣椒 G108,66.0,广东 深圳,267人收货
817,华为honor,688.0,广东 深圳,267人收货
818,vivo Z5x,1398.0,广东 东莞,266人收货
819,小米mix3,2038.0,广东 深圳,266人收货
820,华为p30proHUAWEI HUAWEI P30 PRO,2678.0,浙江 杭州,265人收货
821,Samsung,5599.0,北京,265人收货
823,OPPO K5 oppok5,1799.0,北京,264人收货
824,OPPO R9,600.0,广东 深圳,264人收货
825,vivo Z3i,1198.0,广东 东莞,264人收货
826,vivo Z5,1398.0,广东 东莞,264人收货
827,Huawei,1499.0,广东 深圳,263人收货
828,OPPO R11,629.0,广东 深圳,263人收货
829,华为honor,879.0,广东 深圳,263人收货
830,华为HONO ,2699.0,广东 深圳,263人收货
831,苹果 iPhone 8Plus,1220.0,广东 深圳,263人收货
832,华为,958.0,广东 深圳,263人收货
833,尼凯恩 EN8C,79.0,广东 深圳,262人收货
834,vivo Z5,1398.0,上海,262人收货
835,纽曼 C9,168.0,广东 深圳,262人收货
837,Huawei,6399.0,广东 深圳,248人收货
839,Samsung,2288.0,广东 深圳,247人收货
840,苹果 iPhone XS Max,4300.0,广东 广州,247人收货
841,纽曼F1 ,78.0,广东 深圳,246人收货
842,华为,468.0,浙江 杭州,246人收货
843,Huawei,3999.0,广东 深圳,246人收货
844,通皓轩H8,39.0,广东 深圳,246人收货
845,苹果 iPhone XS Max,2000.0,上海,246人收货
846,OPPO A11 ,1299.0,江苏 南京,246人收货
847,Nokia,140.0,上海,246人收货
848,华为nova5pro,1368.0,广东 深圳,246人收货
849,Huawei,2699.0,山东 济南,246人收货
850,华为HONOR,1999.0,广东 深圳,246人收货
851,苹果iPhone8Plus,1666.0,湖北 武汉,245人收货
852,Huawei,1499.0,安徽 合肥,245人收货
853,华为HONOR,4199.0,江苏 南京,245人收货
854,华为mate30 5g,3068.0,河南 郑州,245人收货
855,OPPO R11,629.0,广东 深圳,244人收货
856,Samsung,1498.0,广东 深圳,243人收货
857,华为honor,448.0,广东 深圳,242人收货
858,华为honor,785.0,广东 深圳,242人收货
859,Xiaomi,1189.0,广东 深圳,242人收货
860,华为honor,868.0,上海,242人收货
861,苹果 iPhone 11 Pro Max ,4650.0,广东 深圳,242人收货
862,vivo,398.0,广东 深圳,242人收货
863,vivo Y93,770.0,广东 惠州,242人收货
864,Xiaomi,468.0,广东 深圳,242人收货
865,苹果 iPhone XS Max ,3500.0,广东 深圳,241人收货
866,OPPO K5 oppok5,1799.0,湖南 长沙,240人收货
867,vivo Z5,1099.0,广东 深圳,239人收货
868,三星B309,45.0,广东 深圳,239人收货
869,vivo X9S ,438.0,广东 广州,239人收货
870,华为Honor,1599.0,广东 深圳,239人收货
871,Meizu,2699.0,广东 珠海,239人收货
872,OPPO R9S,638.0,广东 深圳,238人收货
873,Huawei,3388.0,广东 深圳,238人收货
874,Samsung,2099.0,北京,238人收货
875,vivo Y9s,1998.0,广东 东莞,238人收货
876,OPPO R17 ,1798.0,湖北 武汉,237人收货
877,Huawei,1198.0,浙江 杭州,237人收货
878,Xiaomi,1599.0,广东 深圳,237人收货
880,华为 Mate 30 5G,4999.0,北京,227人收货
882,OPPO A9,1499.0,广东 东莞,226人收货
883,纽曼L9,168.0,广东 深圳,226人收货
885,华为,599.0,广东 深圳,225人收货
886,Meizu,988.0,河南 郑州,225人收货
890,华为honor,1699.0,广东 深圳,224人收货
891,苹果 iPhone 8 Plus ,1150.0,湖南 长沙,223人收货
892,苹果 iPhone 11 Pro Max,3598.0,四川 成都,223人收货
893,华为 HUAWEI nova 5z,1499.0,浙江 杭州,223人收货
895,vivo Z5X,1298.0,上海,223人收货
896,华为,1018.0,广东 深圳,222人收货
897,OPPO A5,699.0,北京,222人收货
898,华为mate30pro5G,3468.0,上海,222人收货
899,朵唯D1,499.0,广东 深圳,222人收货
900,Xiaomi,1458.0,广东 深圳,221人收货
901,华为,899.0,浙江 杭州,221人收货
902,华为HONOR,1999.0,广东 深圳,221人收货
903,Xiaomi,2428.0,广东 深圳,220人收货
906,苹果 iPhone XS Max ,3500.0,广东 深圳,220人收货
907,诺基亚,106.0,广东 广州,220人收货
908,苹果 iPhone 8,2208.0,广东 深圳,220人收货
910,纽曼 M560C,99.0,广东 深圳,219人收货
912,iPhone 6splus ,950.0,广东 深圳,219人收货
913,飞利浦,89.0,江苏 南京,218人收货
914,华为,2299.0,浙江 杭州,218人收货
916,苹果 iPhone 8 Plus ,2050.0,广东 深圳,218人收货
917,华为mate30ProHUAWEI HUAWEI Mate 30 5G Pro,3418.0,广东 深圳,218人收货
918,Xiaomi,918.0,广东 深圳,218人收货
919,OPPO Reno opporeno,1999.0,上海,217人收货
920,华为nova5z,1358.0,广东 深圳,216人收货
921,vivo U1,749.0,江苏 南京,216人收货
922,Samsung,2538.0,上海,216人收货
924,Huawei,2199.0,上海,215人收货
925,Huawei,2199.0,上海,215人收货
926,Xiaomi,899.0,广东 深圳,215人收货
927,华为honor,1058.0,广东 深圳,215人收货
928,vivo iQOO Neo 855,1998.0,浙江 杭州,215人收货
929,苹果 iPhone 8 Plus ,1966.0,上海,215人收货
930,苹果 iPhone XR  iphonexr,1848.0,广东 广州,215人收货
931,Meizu,849.0,广东 深圳,214人收货
932,Meizu,1999.0,河南 郑州,214人收货
933,苹果 iPhone XR iphonexr ,3660.0,广东 深圳,213人收货
934,Huawei,1199.0,上海,213人收货
936,Xiaomi,1099.0,上海,212人收货
937,华为,2299.0,浙江 杭州,212人收货
938,苹果 iPhone 11 Pro Max ,3558.0,广东 深圳,212人收货
939,华为nova5,1558.0,广东 深圳,212人收货
940,Xiaomi,2488.0,河南 郑州,211人收货
941,小米,2249.0,广东 深圳,211人收货
942,Nokia,188.0,广东 深圳,211人收货
943,苹果8plus,2100.0,广东 深圳,210人收货
945,华为mate30pro5G,3499.0,上海,210人收货
947,Huawei,2599.0,广东 深圳,209人收货
948,OPPO Reno Ace,2999.0,北京,209人收货
949,Xiaomi,959.0,浙江 杭州,209人收货
950,苹果 iPhone X ,3300.0,广东 深圳,209人收货
951,苹果 iPhone 8 Plus,1138.0,广东 深圳,209人收货
952,华为honor,1699.0,广东 深圳,209人收货
953,OPPO K3,1198.0,山东 济南,209人收货
954,vivo Z5X,858.0,广东 深圳,209人收货
955,华为honor,499.0,广东 深圳,208人收货
956,苹果 iPhone 11 6,4968.0,北京,208人收货
957,苹果 iPhone XS Max  iPhone xs ,3138.0,广东 深圳,208人收货
958,苹果 iPhone 8 Plus ,2048.0,广东 深圳,208人收货
960,OPPO Find X,2498.0,浙江 杭州,207人收货
961,索爱 sa,279.0,广东 深圳,207人收货
962,红米note7pro ,1199.0,江苏 南京,207人收货
963,Xiaomi,1059.0,广东 深圳,207人收货
964,华为mate30rs,12588.0,北京,207人收货
965,小辣椒9X,999.0,广东 东莞,207人收货
966,诺基亚,208.0,广东 深圳,207人收货
967,苹果 iPhone 8,1558.0,上海,206人收货
968,华为,439.0,广东 深圳,206人收货
969,朵唯W88,78.0,广东 深圳,206人收货
970,Huawei,1598.0,北京,206人收货
971,华为HONOR,2199.0,广东 深圳,206人收货
972,vivoiQOO Pro,2898.0,上海,205人收货
974,华为honor,298.0,广东 深圳,205人收货
975,vivo S1,1598.0,广东 东莞,205人收货
977,Xiaomi,1199.0,广东 深圳,204人收货
980,Nokia,48.0,浙江 杭州,204人收货
981,诺基亚,158.0,广东 深圳,204人收货
982,vivo y67,320.0,广东 深圳,203人收货
985,vivo iQOO Neo 855,1998.0,上海,203人收货
987,OPPO A59S,345.0,广东 深圳,202人收货
988,小米redmi note8,989.0,浙江 杭州,202人收货
989,Huawei,1518.0,广东 深圳,202人收货
991,天语,149.0,江苏 南京,202人收货
992,苹果iPhone8 Plus,1666.0,上海,202人收货
993,Xiaomi,1099.0,广东 广州,202人收货
994,苹果 iPhone X ,3300.0,广东 深圳,201人收货
995,Huawei,1058.0,广东 深圳,201人收货
996,小米4,165.0,广东 深圳,201人收货
997,苹果 iPhone 8 Plus,1690.0,广东 深圳,201人收货
999,华为Nova5,1008.0,河南 郑州,200人收货
1000,Huawei,3199.0,北京,200人收货
1001,苹果 iPhone XR ,3440.0,广东 深圳,200人收货
1002,苹果 iPhone 8 Plus ,2040.0,广东 深圳,200人收货
1003,苹果 iPhone 8 Plus ,1658.0,浙江 杭州,200人收货
1004,苹果 iPhone 11 Pro Max,3668.0,广东 深圳,200人收货
1005,诺基亚1050,63.0,广东 深圳,199人收货
1006,Huawei,999.0,山东 济南,199人收货
1007,飞利浦 E209J ,99.0,江苏 南京,199人收货
1008,华为honor,798.0,广东 深圳,199人收货
1009,华为mate30 HUAWEI HUAWEI Mate 30 Pro,3428.0,广东 深圳,199人收货
1010,Meizu,80.0,广东 深圳,199人收货
1012,苹果 iPhone 11,3800.0,天津,199人收货
1013,华为,999.0,上海,199人收货
1014,OPPO A11x ,1299.0,广东 广州,199人收货
1015,Samsung,1699.0,江苏 南京,199人收货
1016,Nokia,75.0,广东 深圳,198人收货
1017,OPPO A5 oppoa5,899.0,山东 济南,198人收货
1018,华为honor,1108.0,广东 深圳,197人收货
1019,华为,1599.0,广东 深圳,197人收货
1020,诺基亚,106.0,广东 广州,197人收货
1021,Huawei,1508.0,上海,197人收货
1022,Xiaomi,1029.0,广东 深圳,197人收货
1023,飞利浦 E256S,279.0,江苏 南京,197人收货
1024,华为HONOR,1199.0,北京,196人收货
1025,华为,899.0,浙江 杭州,196人收货
1026,华为mate30,3078.0,河北 石家庄,196人收货
1027,vivo U3x ,799.0,上海,196人收货
1028,华为HUAWEI nova 5 Pro ,999.0,河北 石家庄,196人收货
1030,小辣椒Q8,99.0,广东 深圳,195人收货
1031,Huawei,1918.0,北京,195人收货
1034,华为5G,3068.0,广东 深圳,195人收货
1035,Huawei,3388.0,上海,195人收货
1036,vivo S5,2698.0,上海,195人收货
1037,华为honor,1678.0,广东 深圳,194人收货
1038,华为honor,608.0,广东 深圳,194人收货
1039,Xiaomi,219.0,广东 深圳,194人收货
1040,OPPO K3 oppok3,1399.0,上海,194人收货
1041,苹果 iPhone 11,4888.0,陕西 西安,194人收货
1042,OPPO K5,1799.0,北京,193人收货
1043,vivo U3x,799.0,广东 深圳,193人收货
1044,vivo X21,1010.0,浙江 杭州,193人收货
1045,vivo y66,480.0,浙江 杭州,192人收货
1046,Huawei,1099.0,广东 深圳,192人收货
1047,vivo y66 ,306.0,广东 深圳,192人收货
1048,Samsung,1200.0,上海,192人收货
1049,OPPO K5,2499.0,广东 东莞,192人收货
1050,华为9x,879.0,广东 深圳,190人收货
1053,Xiaomi,329.0,广东 深圳,190人收货
1055,华为mate30pro5G,3428.0,广东 深圳,190人收货
1056,Meizu,2699.0,广东 深圳,190人收货
1057,OPPO K3 oppok3,1199.0,广东 东莞,189人收货
1059,Xiaomi,420.0,广东 深圳,189人收货
1060,华为p30pro,3179.0,北京,189人收货
1061,vivo X27 vivox27 ,2498.0,上海,189人收货
1063,Xiaomi,798.0,广东 深圳,188人收货
1064,华为honor,868.0,广东 深圳,188人收货
1065,华为,2699.0,浙江 杭州,188人收货
1068,Samsung,4300.0,广东 深圳,187人收货
1069,Xiaomi,2288.0,上海,187人收货
1071,OPPO Reno opporeno,2499.0,浙江 杭州,187人收货
1072,Nokia,98.0,广东 深圳,187人收货
1073,苹果 iPhone X,3350.0,上海,186人收货
1074,华为,898.0,广东 深圳,186人收货
1075,Nokia,299.0,北京,186人收货
1076,朵唯 S1,299.0,广东 深圳,186人收货
1077,OPPO K1,1039.0,山东 济南,185人收货
1078,纽曼 F8,158.0,广东 深圳,185人收货
1079,苹果 iPhone 7 Plus,1900.0,广东 深圳,184人收货
1080,Huawei,3388.0,北京,184人收货
1082,OPPO Reno Ace opporenoace,3199.0,北京,183人收货
1083,OPPO A11X oppoa11x ,1799.0,上海,183人收货
1084,诺基亚,75.0,广东 深圳,183人收货
1085,OPPO Reno opporeno,2499.0,广东 东莞,183人收货
1086,Meizu,190.0,广东 深圳,183人收货
1087,OPPO R11 Plus,789.0,浙江 杭州,183人收货
1088,小辣椒A8,99.0,广东 深圳,182人收货
1089,苹果 iPhone 11 Pro Max ,4999.0,江苏 南京,182人收货
1090,Huawei,3999.0,山东 济南,182人收货
1091,Huawei,3999.0,广东 深圳,182人收货
1092,Nokia,98.0,广东 深圳,182人收货
1093,vivo U3X,799.0,北京,182人收货
1094,OPPO A11x 4800,1799.0,广东 东莞,182人收货
1095,飞利浦 E151Y,168.0,江苏 南京,181人收货
1096,华为,3468.0,上海,181人收货
1097,朵唯X11 Pro,699.0,广东 深圳,181人收货
1098,Xiaomi,1278.0,广东 深圳,181人收货
1100,天语HD1,499.0,广东 深圳,181人收货
1101,天语HD1,499.0,广东 深圳,181人收货
1103,苹果iPhone XR,3648.0,江苏 南京,180人收货
1105,Huawei,1448.0,上海,180人收货
1106,Huawei,1499.0,安徽 合肥,180人收货
1107,华为,949.0,广东 深圳,180人收货
1108,Meizu,195.0,广东 深圳,180人收货
1109,天语A9,58.0,广东 深圳,179人收货
1113,诺基亚,98.0,广东 深圳,178人收货
1114,Samsung,3898.0,上海,178人收货
1116,Xiaomi,979.0,上海,177人收货
1118,Samsung,10999.0,北京,177人收货
1119,vivo Z5,1188.0,湖北 武汉,177人收货
1120,华为4e,1358.0,广东 深圳,177人收货
1121,Huawei,868.0,上海,177人收货
1122,苹果 iPhone XS Max iPhone xs max  ,3650.0,湖北 武汉,177人收货
1123,Xiaomi,3398.0,广东 深圳,177人收货
1125,诺基亚,106.0,广东 广州,176人收货
1126,苹果 iPhone X,3450.0,北京,176人收货
1127,Samsung,1780.0,广东 深圳,176人收货
1128,Samsung,15999.0,北京,176人收货
1130,纽曼 Q99,63.0,广东 深圳,176人收货
1131,Nokia,249.0,江苏 南京,176人收货
1133,vivo S5,2698.0,江苏 南京,176人收货
1134,华为Mate30 ,3099.0,广东 深圳,175人收货
1135,华为honor,699.0,上海,175人收货
1136,Meizu,629.0,山东 济南,175人收货
1137,Xiaomi,218.0,广东 深圳,175人收货
1140,小米8 ,1029.0,广东 深圳,175人收货
1141,Huawei,1499.0,广东 深圳,175人收货
1144,三星,63.9,广东 深圳,174人收货
1145,小米9,2369.0,广东 深圳,174人收货
1146,OPPO A5,638.0,北京,174人收货
1147,vivo Z5,1398.0,广东 东莞,174人收货
1148,华为honor,2299.0,上海,174人收货
1149,vivoX9 ,599.0,广东 深圳,174人收货
1150,Nokia,75.0,广东 深圳,174人收货
1152,Xiaomi,999.0,浙江 杭州,174人收货
1153,OPPO R11,699.0,广东 东莞,173人收货
1154,华为,998.0,浙江 杭州,173人收货
1156,苹果 iPhone XS Max ,3188.0,上海,173人收货
1157,华为,2699.0,广东 深圳,172人收货
1158,vivo Z5X,1298.0,广东 深圳,172人收货
1159,一加七8 6t 1,2088.0,上海,172人收货
1160,Huawei,849.0,广东 深圳,171人收货
1161,诺基亚,59.0,广东 深圳,171人收货
1162,华为,798.0,广东 深圳,171人收货
1163,vivo X9S,868.0,浙江 杭州,171人收货
1164,Nokia,88.0,广东 广州,170人收货
1165,Huawei,458.0,广东 深圳,170人收货
1166,Huawei,1799.0,上海,170人收货
1167,三星,64.9,广东 深圳,170人收货
1168,Huawei,2099.0,广东 深圳,170人收货
1169,华为nova6,2668.0,广东 深圳,170人收货
1170,vivo U3X ,799.0,山东 济南,170人收货
1171,小米CC9Pro 1,2599.0,北京,170人收货
1172,飞利浦 E259S ,288.0,江苏 南京,170人收货
1173,苹果 iPhone 11,4860.0,浙江 杭州,170人收货
1174,苹果 iPhone 8 Plus ,2150.0,广东 深圳,170人收货
1175,小米CC9Pro,2599.0,山东 济南,169人收货
1176,Xiaomi,448.0,山东 济南,169人收货
1177,OPPO A57,448.0,广东 深圳,169人收货
1178,苹果 iPhone 11 ,5183.0,四川 成都,169人收货
1179,OPPO Reno Ace,3599.0,江苏 南京,168人收货
1181,Nokia,78.0,广东 深圳,168人收货
1182,Xiaomi,1768.0,广东 惠州,168人收货
1183,苹果iPhone 11 Pro 2019,8699.0,浙江 杭州,168人收货
1184,vivo X23,1999.0,广东 深圳,168人收货
1185,飞利浦 E186A,150.0,广东 深圳,168人收货
1186,Huawei,3098.0,山东 济南,168人收货
1187,华为20,3399.0,广东 深圳,168人收货
1188,Huawei,794.0,广东 广州,168人收货
1189,诺基亚1050,63.0,广东 深圳,168人收货
1191,朵唯V31,199.0,广东 深圳,167人收货
1192,vivo Z5,1398.0,广东 深圳,167人收货
1193,Huawei,860.0,广东 深圳,167人收货
1194,Xiaomi,499.0,山东 济南,167人收货
1195,vivo Z5X,1298.0,广东 深圳,167人收货
1196,OPPO R11S ,789.0,广东 深圳,167人收货
1197,Nokia,998.0,广东 深圳,167人收货
1198,苹果11 Apple,5258.0,浙江 杭州,167人收货
1200,华为honor,410.0,广东 广州,167人收货
1201,华为,1688.0,广东 深圳,167人收货
1202,Huawei,2499.0,北京,167人收货
1203,Nokia,65.0,广东 深圳,167人收货
1204,vivo X20,680.0,广东 深圳,167人收货
1205,华为honor,3028.0,广东 深圳,166人收货
1206,小米 ,949.0,广东 深圳,166人收货
1207,vivo X23,1749.0,广东 东莞,166人收货
1208,小米CC9e,999.0,北京,166人收货
1210,华为HONOR,3899.0,广东 深圳,166人收货
1212,Meizu,2699.0,河南 郑州,166人收货
1213,纽曼R15C,138.0,广东 深圳,165人收货
1215,vivo Z5,1598.0,北京,165人收货
1216,Meizu,849.0,河南 郑州,165人收货
1219,华为honor,669.0,广东 深圳,165人收货
1220,苹果 iPhone 11 ,3540.0,广东 深圳,165人收货
1221,Xiaomi,969.0,广东 深圳,164人收货
1222,苹果7plus Apple,2758.0,山东 济南,164人收货
1224,苹果 iPhone 11 Pro Max,3638.0,广东 深圳,164人收货
1225,飞利浦E219,289.0,广东 深圳,164人收货
